Date,AAPL US Equity,BRK/B US Equity,JPM US Equity,JNJ US Equity,PFE US Equity,AMZN US Equity,CMCSA US Equity,WMT US Equity,PG US Equity,GE US Equity,MMM US Equity,XOM US Equity,CVX US Equity,VZ US Equity,NEE US Equity,DUK US Equity,DOW US Equity,DD US Equity,SPG US Equity,GOOGL US Equity
11/1/2016,98.53,128.36,58.83,97.57,31.07,617.74,27.36,64.22,76.67,28.58,140.46,73.69,80.77,45.09,105.58,71.83,45.4,59.18,186.71,733.07
12/1/2016,99.96,128.8,58.96,98.24,31,617.89,27.44,63.62,76.51,28.64,140.86,75.2,82.15,44.93,105.38,71.27,44.79,58.6,185.54,745.34
13/1/2016,97.39,126.25,57.34,97.02,30.37,581.81,26.78,61.92,75.85,28.24,138.72,75.65,81.33,44.15,104.62,71.7,43.63,56.79,184.27,719.57
14/1/2016,99.52,128.07,58.2,98.89,31.11,593,27.53,63.06,76.15,29.06,141.18,79.12,85.47,44.87,105.69,72.37,44.24,57.4,185.66,731.39
15/1/2016,97.13,126.14,57.04,97,30.81,570.18,26.95,61.93,74.98,28.49,138.69,77.58,83.67,44.43,105.26,72.08,42.96,54.09,184.17,710.49
19/1/2016,96.66,127.76,57.01,97.5,30.69,574.48,27.13,62.56,76.73,28.49,138.39,76.4,81.51,44.87,107.81,73.16,42.07,53.22,186.4,719.08
20/1/2016,96.79,124.83,55.51,95.75,30.66,571.77,26.81,60.84,75.83,28,136.96,73.18,78.98,44.42,105.31,71.42,41.32,52.79,180.64,718.56
21/1/2016,96.3,125.62,55.25,95.94,30.58,575.02,27.16,61.88,76.72,28.59,137.76,74.1,81.05,45.87,105.04,71.09,42,53.56,182.7,726.67
22/1/2016,101.42,127.04,56.95,96.75,30.71,596.38,27.67,62.69,77.36,28.24,139.52,76.57,83.54,47.04,106.6,72.18,43.22,54.74,187.32,745.46
25/1/2016,99.44,124.13,55.66,96.4,30.5,596.53,27.11,63.45,76.85,28.04,137.57,73.98,80.89,47.03,106.42,71.8,42.18,52.99,185.15,733.62
26/1/2016,99.99,125.89,57.08,101.18,30.67,601.25,27.42,64,78.81,28.31,144.78,76.7,84.12,48.25,106.56,72.22,42.46,53.46,190.14,733.79
27/1/2016,93.42,125.19,57.04,102.16,30.52,583.35,27.06,63.95,78.8,28,145.55,75.29,83.29,49.03,106.73,72.41,41.41,51.46,186.04,717.58
28/1/2016,94.09,126.01,57.28,102.27,30.2,635.35,27.06,64.22,79.82,28.21,147.32,76.99,85.92,49.01,108.3,73.47,41.55,52.01,186.79,748.3
29/1/2016,97.34,129.77,59.5,104.44,30.49,587,27.86,66.36,81.69,29.1,151,77.85,86.47,49.97,111.71,75.3,42,52.76,186.28,761.35
1/2/2016,96.43,128.66,58.86,104.37,30.17,574.81,27.91,67.5,81.12,28.64,148.73,76.29,85.29,50.76,112.98,77,42.58,53.3,187.93,770.77
2/2/2016,94.48,125.7,57.03,103.41,30.14,552.1,27.3,66.86,80.22,28.24,147.87,74.59,81.24,49.91,113.91,76.75,45.03,56.18,186.11,780.91
3/2/2016,96.35,126.24,57.41,104.14,29.67,531.07,28.92,66.27,81.1,28.67,152.52,78.48,84.62,50.62,114.75,78.56,46.74,58.76,188.3,749.38
4/2/2016,96.6,127.44,58.4,103.9,29,536.26,29.11,66.42,80.7,29.18,153.44,79.83,84.79,50.43,113.52,78.58,47.39,59.1,187.58,730.03
5/2/2016,94.02,126.56,57.75,100.54,29.03,502.13,29.71,67,81.2,28.54,153.47,80.08,82.88,50.97,113.61,79.04,46.69,58.89,183.98,703.76
8/2/2016,95.01,126.78,56.54,102,28.56,488.1,29.7,66.9,82.62,28.17,153.9,81.16,85.99,50.74,114.17,79.17,46.23,58.15,182.48,704.16
9/2/2016,94.99,127.72,56.2,101.97,29.1,482.07,29.11,65.81,82.64,28.28,154.74,80.08,82.92,50.15,115.35,78.93,46.6,59.08,178.93,701.02
10/2/2016,94.27,126.58,55.52,101.73,29.49,490.48,27.91,65.79,81.62,28.3,152.45,79.35,83.04,49.98,113.74,78.12,46.16,57.91,181.21,706.85
11/2/2016,93.7,125.09,53.07,101.7,29.13,503.82,28.02,65.32,79.9,27.45,150.67,79.6,82.99,49.39,111.9,76.8,44.8,56.62,181.49,706.36
12/2/2016,93.99,128.07,57.49,101.82,29.36,507.08,28.39,66.18,80.99,28.26,153.96,81.03,85.43,50.11,111.67,76.24,46.01,58.4,183.53,706.89
16/2/2016,96.64,128.56,58.35,102.32,29.81,521.1,28.74,65.9,81.47,28.86,155.53,81.22,84.81,50.24,112.35,76.29,46.83,58.86,186.35,717.64
17/2/2016,98.12,130.26,58.77,102.5,29.63,534.1,28.85,66.11,82.45,29.34,156.62,82,88.31,50.32,111.43,75.5,47.99,60.6,187.11,731.97
18/2/2016,96.26,130.86,57.81,104.24,29.55,525,28.66,64.12,81.98,29.08,156.78,82.45,86.73,50.94,114.33,76.21,47.57,59.97,189.26,717.51
19/2/2016,96.04,131.05,57.82,104.16,29.49,534.9,28.88,64.66,81.79,29.02,156.45,82.5,86.5,50.86,114.75,74.55,47.08,59.97,189.45,722.11
22/2/2016,96.88,131.99,58.57,104.75,30.05,559.5,29.08,65.63,82.13,29.41,157.7,82.39,88.82,51.07,115.7,74.84,47.89,60.23,189.43,729.05
23/2/2016,94.69,130.74,56.12,104.08,29.96,552.94,28.77,66.48,81.81,29.22,156.17,81.23,84.91,50.63,116.12,74.81,46.98,58.83,189.68,717.29
24/2/2016,96.1,131.03,56.14,104.96,30.02,554.04,29.2,67.12,81.56,28.96,157.22,81.52,85.27,50.82,116,74.95,47.19,59.02,189.17,720.9
25/2/2016,96.76,132.31,57.01,106.38,30.59,555.15,29.27,68.04,82.34,29.23,158.99,82.01,85.3,51.11,115.84,76.44,48.1,60.42,191.94,729.12
26/2/2016,96.91,131.92,57.54,105.78,30.23,555.23,28.96,66.51,81.1,29.4,158.27,81.75,84.35,51.02,112.52,74.03,48.74,61.51,190.4,724.86
29/2/2016,96.69,134.17,56.3,105.21,29.67,552.52,28.87,66.34,80.29,29.14,156.87,80.15,83.44,50.73,112.82,74.28,48.61,60.87,189.73,717.22
1/3/2016,100.53,136.94,59.2,107.22,30.04,579.04,29.61,66.46,81.23,29.88,159.59,81.28,86.13,51.46,112.6,73.35,50.07,62.94,194.56,742.17
2/3/2016,100.75,136.73,59.76,107.04,29.98,580.21,29.69,66.21,82.55,30.18,159.41,82.7,87.14,52.12,112.36,73.63,49.62,62.15,195.29,739.48
3/3/2016,101.5,136.84,59.96,106.65,29.89,577.49,29.96,66.14,82.84,30.22,159.38,82.4,87.53,51.89,111.62,74.33,49.6,61.91,197.41,731.59
4/3/2016,103.01,137.97,60.05,106.5,29.71,575.14,29.87,66.78,83.49,30.46,160.07,82.29,87.93,51.81,114.29,75.17,50.29,63.18,198.52,730.22
7/3/2016,101.87,138.72,59.94,106.74,29.79,562.8,29.48,67.89,83.1,30.29,160.57,84.46,90.67,52.21,114.45,76.25,49.76,64.71,199.65,712.8
8/3/2016,101.03,137.8,58.78,106.22,29.36,560.26,29.15,68.04,83.06,30.06,160.2,82.63,88.74,52.46,115.45,77.27,48.83,63.53,197.69,713.53
9/3/2016,101.12,139.13,59.12,106.84,29.74,559.47,29.39,67.53,82.96,30.05,160.09,82.4,92.82,52.34,116.26,77.51,49.06,63.45,197.77,725.41
10/3/2016,101.17,138.62,58.61,107.14,29.59,558.93,29.19,67.41,82.28,29.94,159.89,82.18,93.94,52.32,115.69,77.26,49.13,62.16,198.02,732.17
11/3/2016,102.26,140.65,59.34,107.71,30.5,569.61,29.58,67.17,81.75,30.34,161.88,82.19,94.58,52.53,115.82,77.76,50.62,63.83,201.31,744.87
14/3/2016,102.52,139.72,59.12,107.66,30.1,573.37,29.62,67.36,81.17,30.27,161.81,82.41,94.26,52.54,115.84,77.72,50.28,63.3,199.09,750.24
15/3/2016,104.58,140.4,59.2,107.76,29.54,577.02,29.7,68.09,81.31,30.28,162.41,82.82,94.27,52.67,115.6,78.05,50.19,62.83,199.64,750.57
16/3/2016,105.97,139.83,58.92,107.41,29.04,574.27,29.96,67.99,81.34,30.17,162.89,82.87,95.4,53.21,117.12,78.95,50.66,63.16,200.54,757.36
17/3/2016,105.8,142.4,58.75,106.74,29.34,559.44,30.38,67.45,82.75,30.96,163.75,84.1,96.89,53.63,118.33,79.99,51.4,64.59,205.13,758.48
18/3/2016,105.92,142.16,60.48,107.5,29.45,552.08,29.88,66.95,83.15,30.92,165.33,84.2,97.69,53.24,118.5,79.67,51.66,64.86,204.96,755.41
21/3/2016,105.91,142.13,60.46,107.28,30.07,553.98,29.92,67.97,83.32,31.09,164.84,83.62,96.44,53.44,117.57,79.52,51.54,64.57,203,762.16
22/3/2016,106.72,142.18,60.24,107.38,30.38,560.48,29.94,67.87,82.74,31.06,164.91,84.12,95.5,53.21,117.04,78.88,51.25,63.93,202.37,760.05
23/3/2016,106.13,140.96,59.94,108.5,30.19,569.63,29.63,67.46,82.82,31.07,164.27,83.75,93.59,52.91,117.69,79.81,51.18,63.75,201.5,757.56
24/3/2016,105.67,140.11,59.48,108.31,30.08,582.95,30.01,68,82.89,31.11,164.46,83.98,94.85,53.56,118.48,79.75,51.32,63.95,201.44,754.84
28/3/2016,105.19,141.29,59.4,108.23,29.78,579.87,30.05,68.12,82.62,31.49,166.28,84.22,94.68,53.4,117.58,79.48,51.56,64.19,203.07,753.28
29/3/2016,107.68,141.9,59.03,109.14,30.05,593.86,30.38,68.03,82.8,31.48,164.39,84.53,95.32,54.05,119.01,80.44,51.12,63.64,206.94,765.89
30/3/2016,109.56,142.46,59.71,108.98,30.07,598.69,30.4,68.8,82.68,31.83,166.75,84.52,95.25,54.04,118.5,80.35,51.48,64.17,205.73,768.34
31/3/2016,108.99,141.88,59.22,108.2,29.64,593.64,30.54,68.49,82.31,31.79,166.63,83.59,95.4,54.08,118.34,80.68,50.86,63.32,207.69,762.9
1/4/2016,109.99,143.79,59.87,109.19,30.04,598.5,30.94,69.06,83.53,31.93,167.53,82.96,94.26,54.01,118.71,81.13,51.14,63.91,209.1,769.67
4/4/2016,111.12,143.22,59.2,108.59,30.72,593.19,30.72,69.1,83.21,31.23,166.4,83.16,93.43,54.42,118.72,81.09,51.07,63.8,208.76,765.12
5/4/2016,109.81,141.2,58.36,108.95,31.36,586.14,30.57,68.64,83.16,30.98,165.81,82.21,92.67,54.09,116.35,79.9,50.74,63.17,207.05,758.57
6/4/2016,110.96,141.7,58.81,109.42,32.93,602.08,31.1,69.04,83.81,30.9,166.81,83.31,94.84,53.52,116.71,79.36,50.93,63.5,208.66,768.07
7/4/2016,108.54,140.81,57.32,109.27,32.76,591.43,30.7,68.22,83.24,30.63,167.16,82.37,94.79,52,116.19,79.29,50.44,62.81,206.79,760.12
8/4/2016,108.66,141.06,57.74,109.1,32.5,594.6,30.8,68.06,83.2,30.79,166.63,83.21,96.33,52.18,116.81,79.77,50.77,63.2,207.1,759.47
11/4/2016,109.02,140.99,58.2,108.97,31.89,595.93,30.72,67.4,82.73,30.71,166.59,83.32,95.24,51.61,116.23,79.44,50.76,63.22,206.68,757.54
12/4/2016,110.44,142.4,59.28,109.6,31.96,603.17,30.86,68.8,82.83,30.81,168.03,84.35,97.51,51.95,117.05,80.22,51.62,64.31,208.11,764.32
13/4/2016,112.04,144.04,61.79,109.87,32.54,614.82,30.98,69.15,82.46,30.98,168.59,84.83,97.6,51.29,116.48,79.63,52.21,64.8,207.64,771.91
14/4/2016,112.1,143.72,62.59,109.84,32.65,620.75,30.92,68.8,82.01,31.02,168.16,85.43,97.98,51.36,116.15,79.45,52.36,65.18,207.95,775.39
15/4/2016,109.85,143.45,61.87,110.18,32.5,625.89,30.99,69.06,82.3,31.03,168.78,84.97,97.23,51.35,117.43,80,52.37,65.27,207.87,780
18/4/2016,107.48,144.38,62.27,110.93,32.61,635.35,31.24,69.86,82.83,31.06,169.55,85.78,98.7,51.73,117.77,80.4,52.54,64.7,209.07,787.68
19/4/2016,106.91,145.95,63.32,112.68,32.89,627.9,31.14,69.77,83.28,31.15,169.65,86.21,100.5,52.08,118.1,79.79,53.05,65.68,208.26,776.25
20/4/2016,107.13,146.09,64.24,113.58,33.23,632.99,30.73,69.21,81.55,31.15,168.94,86.8,101.69,51.75,115.51,78.2,51.94,64.73,203.72,774.92
21/4/2016,105.97,144.86,63.6,113.57,33.24,631,30.47,68.47,80.8,30.98,168.66,86.79,101.4,50.03,112.91,76.34,51.98,65.09,199.29,780
22/4/2016,105.68,146.11,63.97,113.32,33.27,620.5,30.55,68.72,80.95,30.76,168.66,87.53,102.01,50.55,114.44,77.01,52.61,65.97,202.14,737.77
25/4/2016,105.08,146.18,63.6,113.51,33.21,626.2,30.5,69.47,81.41,30.68,168.38,87.33,101.51,50.76,114.47,76.76,52.54,65.97,203.67,742.21
26/4/2016,104.35,147.02,63.93,112.91,33.05,616.88,30.53,69.3,79.55,30.9,166.18,87.63,102.29,50.44,115.52,76.95,53.67,67.55,203.95,725.37
27/4/2016,97.82,147.6,64.11,112.77,33,606.57,30.65,69.42,79.89,30.93,167.76,88.46,103.85,51.69,116.89,78.06,53.6,67.47,204.57,721.46
28/4/2016,94.83,146.07,63.6,112.48,32.91,602,30.58,68.91,79.76,30.9,167,88.03,102.4,51.02,116.47,78.34,53.42,66.41,203.66,705.06
29/4/2016,93.74,145.48,63.2,112.08,32.71,659.59,30.38,66.87,80.12,30.75,167.38,88.4,102.18,50.94,117.58,78.78,52.61,65.91,201.17,707.88
2/5/2016,93.64,146.89,63.79,112.75,32.8,683.85,30.62,67.59,80.97,30.89,168.34,89.13,103.31,51.32,118.06,78.94,52.65,66.07,204.52,714.41
3/5/2016,95.18,144.83,62.56,112.69,33.7,671.32,30.48,67,81.1,30.63,167.97,88.11,101.32,50.68,118.42,78.84,51.77,64.83,204.96,708.44
4/5/2016,94.19,144.24,61.57,112.22,33.4,670.9,30.45,67.19,81.6,30.07,167.16,87.94,100.59,50.84,119.46,80.02,51.39,64.26,207.62,711.37
5/5/2016,93.24,143.88,61.24,112.88,33.57,659.09,30.53,67.21,81.3,29.89,167.77,88.04,101.42,50.84,118.85,80.18,50.85,63.67,208.44,714.71
6/5/2016,92.72,144.62,61.6,112.74,33.58,673.95,30.71,68.25,82.13,30.12,168.89,88.51,101.86,51.12,118.49,79.38,51.16,64.26,210.82,725.18
9/5/2016,92.79,142.91,61.21,113.72,33.82,679.75,30.71,68.95,82.12,29.87,168.52,88.57,100.35,51.08,118.89,80.06,50.84,64.09,213.04,729.13
10/5/2016,93.42,144.78,62.04,114.67,33.8,703.07,31.32,68.79,82.48,30.48,170.26,89.99,101.27,51.54,119.6,80.06,51.54,64.99,213.92,739.38
11/5/2016,92.51,142.87,61.81,114.37,33.16,713.23,31.04,66.41,82.15,30.34,169.77,88.81,101.14,51.15,119.69,80.49,51.25,64.31,203.24,730.55
12/5/2016,90.34,143.31,61.77,114.23,33.19,717.93,31.13,66.85,82.41,30.09,170.15,89.67,102.12,51.47,121.15,81.08,51.54,64.28,204.04,728.07
13/5/2016,90.52,141.4,61.2,113.56,33.19,709.92,30.92,64.94,81.23,29.64,168.32,88.66,100.74,50.94,120.76,80.77,50.55,62.91,196.49,724.83
16/5/2016,93.88,141.85,61.66,114.44,33.38,710.66,31,66.02,81.63,29.96,169.55,89.57,102.29,51.23,121.48,81,51.6,64.34,199.38,730.3
17/5/2016,93.49,140.34,61.66,113.83,33.03,695.27,30.22,65.1,80.62,29.71,167.81,89.53,100.75,50.9,119.78,79.51,51.51,64.53,195.47,720.19
18/5/2016,94.56,141.47,64.04,113.59,33.17,697.45,30.19,63.15,79.85,29.61,166.82,89.35,100.06,50.39,118.02,76.57,50.81,63.99,193.49,721.78
19/5/2016,94.2,140.79,63.39,112.85,33.38,698.52,30.13,69.2,80.19,29.36,165.11,90.11,99.85,49.63,118.41,76.97,50.77,64.41,193.85,715.31
20/5/2016,95.22,141.83,63.51,112.64,33.74,702.8,30.88,69.86,80.02,29.56,165.01,89.74,99.79,49.66,119.33,77,51.36,65.75,195.13,721.71
23/5/2016,96.43,141.48,63.46,112.16,33.67,696.75,30.91,69.5,80.2,29.49,166.11,89.6,99.38,49.14,117.99,76.15,52.26,67,195.75,717.25
24/5/2016,97.9,143.71,64.54,112.69,34.1,704.2,31.22,70.24,80.97,29.85,168.63,89.67,100.19,49.58,119.89,76.99,52.82,67.92,197.63,733.03
25/5/2016,99.62,144.08,65.52,113.35,34.35,708.35,31.3,70.48,81.48,30.09,169.99,90.26,101.77,49.85,119.1,76.95,52.86,68.23,196.09,738.1
26/5/2016,100.41,143.05,65.03,112.9,34.43,714.91,31.15,70.85,81.22,30.02,168.91,89.8,101.5,50.16,119.82,77.96,51.99,66.96,197.13,736.93
27/5/2016,100.35,143.35,65.43,113.06,34.61,712.24,31.44,70.75,81.43,30.12,168.89,90.01,102.02,50.62,119.84,77.98,52.18,67.17,197.77,747.6
31/5/2016,99.86,140.54,65.27,112.69,34.7,722.79,31.65,70.78,81.04,30.23,168.32,89.02,101,50.9,120.12,78.23,51.36,65.41,197.64,748.85
1/6/2016,98.46,141.99,65.69,112.78,34.75,719.44,31.87,70.5,81.79,30.11,168.69,89.24,101.13,50.43,120.15,79.02,51.58,66.4,198.26,748.46
2/6/2016,97.72,142.11,65.81,114.49,34.87,728.24,31.83,70.95,81.95,30.05,168.04,88.53,100.53,50.77,119.81,78.94,52.24,68.1,197.4,744.27
3/6/2016,97.92,141.14,64.64,114.76,34.69,725.54,31.78,70.87,82.47,29.94,168.38,88.37,100.66,50.92,121.8,80.08,53.16,68.78,199.49,735.86
6/6/2016,98.63,141.82,65.28,115.77,34.93,726.73,31.7,71.05,82.77,30.12,170.08,89.34,101.17,50.71,121.75,79.84,53.63,68.75,198.67,730.06
7/6/2016,99.03,141.41,65.06,115.73,34.84,723.74,31.63,71.03,82.32,30.14,170.91,90.71,103.32,51.75,121.11,79.99,53.7,68.74,199.51,731.09
8/6/2016,98.94,142.53,65.25,115.8,35.25,726.64,31.61,71.28,82.65,30.31,171.42,90.79,103.09,51.52,122.92,80.51,53.68,68.37,201.45,742.93
9/6/2016,99.65,142.23,64.75,117,35.31,727.65,31.47,71.09,83.17,30.24,170.13,90.67,102.81,51.95,123.98,81.26,53.59,67.9,201.65,742.52
10/6/2016,98.83,141.76,63.84,117.01,35.29,717.91,31.4,71.14,83.2,30.04,168.56,89.98,101.98,52.67,123.83,81.24,53.38,67.56,200.26,733.19
13/6/2016,97.34,140.94,63.27,116.79,34.74,715.24,31.2,70.53,82.57,29.83,167.13,90.59,102.1,52.57,123.59,81.61,52.69,66.75,201.73,731.88
14/6/2016,97.46,141.3,62.08,117.12,34.99,719.3,31.32,70.95,83.35,30.44,167.61,90.43,101.28,52.99,124.98,82.41,52.13,65.85,202.82,733.25
15/6/2016,97.14,140.45,61.97,116.41,34.79,714.26,31.18,71.12,82.95,30.59,167.8,90.16,100.63,52.84,123.84,81.53,51.86,65.76,204.22,732.19
16/6/2016,97.55,141.99,62.22,116.64,34.75,717.51,31.55,71.3,83.41,30.64,169.93,91.22,101.07,53.46,124.85,82.53,52.19,66.92,206.21,724.25
17/6/2016,95.33,140.73,62.28,115.48,34.22,706.39,31.19,70.95,83.13,30.6,168.94,90.72,101.57,53.78,125.1,82.98,52.93,67.33,205.89,704.25
20/6/2016,95.1,141.67,62.37,116.54,34.5,714.01,31.23,71.1,83.04,30.83,171.23,91.12,102.61,53.76,124.24,82,53.07,67.55,206.96,706.13
21/6/2016,95.91,143.53,62.95,116.18,34.75,715.82,31.27,71.46,83.41,30.94,171.37,91.53,103.24,54.1,124.27,82,53.27,67.55,208.43,708.88
22/6/2016,95.55,143.94,62.71,116.46,34.47,710.6,31.32,71.75,83.57,30.78,171.23,91.17,102.29,54.03,123.64,81.83,53.22,68.07,208.59,710.47
23/6/2016,96.1,145.98,64.05,117.38,34.59,722.08,31.48,72.1,84.21,31.19,174.11,91.8,104.44,54.67,123.81,82.05,53.68,69.21,209.09,714.87
24/6/2016,93.4,139.71,59.6,115.63,33.97,698.96,30.83,71.96,82.26,29.82,169.12,89.39,101.9,54.43,123.8,82.43,51.57,66,206.5,685.2
27/6/2016,92.04,138.5,57.61,116.55,33.8,691.36,31.23,71.5,81.23,29.32,167.19,88.86,100.36,54.74,127.88,83.99,49.97,64.08,207.95,681.14
28/6/2016,93.59,140.28,59.52,118.23,34.44,707.95,31.54,71.51,82.46,29.94,169.59,90.91,101.63,54.82,128.46,83.94,48.5,62.75,213.09,691.26
29/6/2016,94.4,142.12,61.2,119.33,35.01,715.6,31.97,72.46,83.91,30.55,171.52,92.46,103.42,55.06,127.75,84.15,49.4,63.94,214.93,695.19
30/6/2016,95.6,144.79,62.14,121.3,35.21,715.62,32.6,73.02,84.67,31.48,175.12,93.74,104.83,55.84,130.4,85.79,49.71,64.8,216.9,703.53
1/7/2016,95.89,143.96,61.26,121.29,35.57,725.68,32.64,72.81,84.78,31.49,175.54,93.84,104.15,56.23,129.73,85.63,49.54,64.36,217.14,710.25
5/7/2016,94.99,142.23,59.55,122.27,35.81,728.1,32.51,73.14,85.44,31.45,175.63,93.02,103.57,56.53,130.87,86.93,48.76,62.96,220.23,704.89
6/7/2016,95.53,142.51,60.19,122.64,35.86,737.61,32.55,73.82,85.03,31.74,175.16,94.09,104.58,56.26,130.89,87.23,48.12,61.85,217.54,708.97
7/7/2016,95.94,141.91,60.58,122.51,35.77,736.57,33.13,73.53,84.83,31.82,174.87,92.96,103.05,55.38,128.33,85.29,48.2,61.92,215.59,707.26
8/7/2016,96.68,143.65,61.83,122.85,36.12,745.81,33.56,73.84,85.77,32.2,177.12,93.54,104.77,55.9,129.93,86.01,49.4,63.69,219.56,717.78
11/7/2016,96.98,143.93,62.27,122.93,36.15,753.78,33.71,74.06,85.75,32.21,178.01,93.89,105.39,55.93,129.69,86.01,49.85,64.24,221.74,727.2
12/7/2016,97.42,144.67,63.2,122.92,36.24,748.21,33.58,73.27,85.75,32.26,179.16,94.95,106.78,55.47,127.33,84.44,50.95,65.94,221.46,732.51
13/7/2016,96.87,145.93,63.16,123,36.31,742.63,33.42,73.62,85.89,32.36,179.21,94.88,106.65,56,128.17,85.05,51.18,66.09,224.24,729.48
14/7/2016,98.79,145.73,64.12,123.18,36.92,741.2,33.51,73.7,85.87,32.63,180.9,94.95,106.7,55.84,127.24,84.75,51.8,66.86,222.17,735.8
15/7/2016,98.78,145.97,64.18,123,36.77,735.44,33.44,73.67,86.01,32.88,181.4,95.12,107.03,55.84,127.58,84.92,52.06,67.16,222.94,735.63
18/7/2016,99.83,146.57,63.96,123.14,36.64,736.07,33.43,73.84,85.93,32.91,181.11,94.82,106.09,55.93,128.25,85.25,52.6,68.06,222.28,753.2
19/7/2016,99.87,146.92,63.86,125.25,36.64,739.95,33.55,73.66,86.17,32.93,181.24,94.47,106.04,55.7,128.09,85.38,52.36,67.49,223.03,753.41
20/7/2016,99.96,146.17,63.93,125.14,36.68,745.72,33.56,73.79,85.32,32.78,181.42,93.93,105.59,55.62,127.21,84.92,52.95,67.68,223.24,757.08
21/7/2016,99.43,144.35,63.69,125.15,36.71,744.43,33.51,73.52,85.26,32.59,180.26,93.85,105.39,55.37,128.26,85.4,52.5,67.85,224.2,754.41
22/7/2016,98.66,144.6,64.04,125.03,36.74,744.86,33.73,73.55,85.72,32.06,180.44,94.01,105.66,56.1,129.81,86.5,53.12,68.43,225.3,759.28
25/7/2016,97.34,144.14,63.87,124.89,36.78,739.61,33.74,73.75,85.8,31.64,179.63,92.2,103.07,55.87,129.49,86.69,53.27,68.88,224.48,757.52
26/7/2016,96.67,144.34,64.13,125.15,36.83,735.59,33.59,73.73,85.27,31.47,177.66,91.53,102.68,54.81,128.43,85.75,53.54,69.16,224.5,757.65
27/7/2016,102.95,144.19,64.33,124.77,36.85,736.67,33.96,73.32,84.46,31.28,178.27,90.91,102.26,55.32,127.17,84.83,53.63,69.12,221.7,761.97
28/7/2016,104.34,144.42,64.1,124.46,36.67,752.61,33.93,73.24,84.81,31.25,177.98,90.2,101.79,54.86,127.42,85.2,53.67,69.24,224.07,765.84
29/7/2016,104.21,144.27,63.97,125.23,36.89,758.81,33.63,72.97,85.59,31.14,178.36,88.95,102.48,55.41,128.29,85.59,53.67,69.17,227.04,791.34
1/8/2016,106.05,143.93,63.8,125.4,37.31,767.74,33.77,73.78,86.41,31.15,178.29,85.86,99.11,54.5,128.5,85.65,53.65,69.35,227.6,800.94
2/8/2016,104.48,143.31,63.65,124.85,36.39,760.58,33.45,73.13,86.76,31.05,178.36,87.04,99.59,54,127.63,85.56,53.13,68.73,223.61,800.12
3/8/2016,105.79,143.63,64.66,123.9,35.29,754.64,33.42,72.94,85.97,31.13,178.38,87.49,100.61,53.9,128.09,85.15,53.43,68.91,222.31,798.92
4/8/2016,105.87,143.12,64.56,123.86,35.15,760.77,33.59,73.3,86.05,31.17,177.81,87.48,100.39,53.93,127.45,85.24,53.49,68.85,219.62,797.25
5/8/2016,107.48,145.65,66.3,124.24,35.44,765.98,33.7,73.76,85.78,31.28,178.57,87.56,100.51,53.64,125.99,84.23,53.64,69.22,219.71,806.93
8/8/2016,108.37,145.56,66.1,123.65,34.93,766.56,33.54,73.34,85.76,31.27,178.58,88.59,101.2,53.59,125.99,84.74,53.6,69.3,219.97,805.23
9/8/2016,108.81,147.22,65.87,123.43,35.08,768.31,33.45,73.54,85.99,31.3,178.39,88.7,101.32,53.66,126.07,84.73,53.39,68.8,220.63,807.48
10/8/2016,108,146.69,65.28,123.36,35.13,768.56,33.61,73.95,86.31,31.27,178.82,86.41,100.14,53.81,126.37,83.79,53.45,69.08,218.98,808.49
11/8/2016,107.93,147.74,65.46,123.77,35.15,771.24,33.84,73.8,86.73,31.29,181,86.72,101.4,53.86,127.02,83.91,53.64,68.99,214.55,808.2
12/8/2016,108.18,147.72,65.32,123.22,34.98,772.56,33.76,73.89,87.04,31.24,180.27,87.85,102.16,53.65,126.79,83.49,52.33,67.66,215.22,807.05
15/8/2016,109.48,147.78,65.72,122.31,35.11,768.49,33.76,73.32,87.02,31.24,180.56,87.81,102.77,53.61,125.32,81.66,52.79,68.64,214.08,805.96
16/8/2016,109.38,147.24,65.71,120.33,34.79,764.04,33.66,72.89,86.58,31.19,179.25,87.92,102.62,52.76,123.99,80.45,52.36,68.03,211.57,801.19
17/8/2016,109.22,149.08,65.89,121.31,35.14,764.63,33.89,72.93,86.96,31.29,179.87,88.11,102.22,53.17,125.8,81.69,52.64,68.62,213.97,805.42
18/8/2016,109.08,148.81,65.95,120.72,35.19,764.46,33.71,74.3,87.44,31.43,179.18,88.91,103.55,52.87,126.96,82.78,53.23,69.45,214.35,802.75
19/8/2016,109.36,148.75,65.86,119.92,34.98,757.31,33.15,72.81,87.31,31.25,179.61,87.8,102.32,52.45,125.08,81.65,53.42,69.78,211.9,799.65
22/8/2016,108.51,148.45,65.8,119.13,34.84,759.48,33.22,72.7,86.85,31.32,179.07,87.99,101.94,52.55,125.04,81.89,53.5,69.95,212.49,796.95
23/8/2016,108.85,148.77,65.77,119.44,35.09,762.45,32.83,71.97,87.4,31.23,179.77,87.72,101.68,52.63,124.27,81.45,53.78,70.44,211.97,796.59
24/8/2016,108.03,148.41,65.95,118.71,34.82,757.25,32.85,72.23,87.31,31.22,179.41,88.02,102.2,52.53,124.15,81.56,53.61,70.37,214.24,793.6
25/8/2016,107.57,148.64,66.07,118.57,34.77,759.22,32.78,71.22,87.9,31.21,179.58,87.46,101.89,52.75,124.51,81.73,54.02,70.24,215.55,791.3
