Date,AAPL US Equity,BRK/B US Equity,JPM US Equity,JNJ US Equity,PFE US Equity,AMZN US Equity,CMCSA US Equity,WMT US Equity,PG US Equity,GE US Equity,MMM US Equity,XOM US Equity,CVX US Equity,VZ US Equity,NEE US Equity,DUK US Equity,DOW US Equity,DD US Equity,SPG US Equity,GOOGL US Equity
22/2/2010,28.63,79.56,40.85,63.49,17.95,118.01,8.1,53.83,63.42,16.25,80.68,65.4,72.96,27.1,46.82,49.29,29.36,32.28,73.94,271.66
23/2/2010,28.15,79.15,39.88,63.31,17.67,117.24,8.07,53.62,63.21,15.95,79.71,64.94,72.04,26.85,46.8,49.05,28.88,31.99,73.25,267.79
24/2/2010,28.67,79.68,40.85,63.45,17.81,119.72,8.21,53.92,63.89,16.12,80.07,65.55,72.34,27.06,47.06,49.35,29,32.28,72.9,265.99
25/2/2010,28.86,79.4,40.64,63.28,17.69,118.2,8.07,54.15,63.7,15.92,79.74,65.14,72.11,26.99,46.88,49.14,28.32,31.84,73.82,263.47
26/2/2010,29.23,80.13,41.97,63,17.55,118.4,8.22,54.07,63.28,16.06,80.15,65,72.3,27.03,46.37,49.05,28.31,32.03,73.61,263.66
1/3/2010,29.86,81.91,41.83,63.39,17.75,124.54,8.42,53.9,63.51,15.9,80.58,65.4,72.81,27.09,47.38,49.47,28.69,32.33,73.71,266.6
2/3/2010,29.84,80.77,41.62,63.44,17.6,125.53,8.4,53.59,63.71,15.9,81.13,65.49,73.32,27.34,47.19,49.32,28.88,32.33,73.35,270.79
3/3/2010,29.9,82.95,41.53,63.4,17.32,125.89,8.48,53.66,63.55,16.03,81,65.43,73.13,27.22,46.93,49.2,29.61,32.55,72.83,272.92
4/3/2010,30.1,82.68,41.92,63.57,17.33,128.53,8.59,53.96,63.67,16.11,81.02,65.4,73.08,27.35,47.25,48.99,29.56,32.83,72.97,277.56
5/3/2010,31.28,83.36,42.81,64.04,17.48,128.91,8.72,54.14,63.69,16.35,82.44,66.47,74.3,27.31,47.65,49.38,30,33.22,74.68,282.38
8/3/2010,31.3,82.79,42.59,64.2,17.35,130.11,8.78,54.15,63.19,16.27,81.31,66.48,74.64,27.69,47.75,49.59,29.5,33.6,75.02,281.51
9/3/2010,31.86,82.47,42.42,64.27,17.23,128.82,8.76,54.06,63.3,16.49,81.99,66.78,74.3,27.95,47.02,49.41,29.22,33.49,75.99,280.37
10/3/2010,32.12,82.07,42.93,64.29,17.15,130.51,8.77,53.63,63.01,16.51,81.56,67.22,73.96,27.8,46.97,49.41,29.06,33.44,75.94,288.5
11/3/2010,32.21,82.36,43.18,64.22,17.29,133.58,8.79,53.97,63.17,16.48,81.26,67.22,73.99,27.88,47.37,49.44,29.4,33.58,76.1,290.85
12/3/2010,32.37,82.24,43.15,64.18,17.08,131.82,8.71,53.9,63.32,17.04,81.38,66.8,73.72,27.78,47.07,48.99,29.84,33.71,77.18,290.05
15/3/2010,31.98,82.17,43.07,64.57,17.26,131.13,8.77,55.42,63.7,17.29,81.26,66.3,73.57,27.9,47.31,49.38,30,33.7,76.99,281.86
16/3/2010,32.06,82.3,43.24,64.53,17.26,131.79,8.75,55.99,63.53,18.07,81.66,66.57,73.98,27.97,47.85,49.83,30.44,34.14,79.15,282.87
17/3/2010,32.02,82.5,43.79,64.65,17.21,131.34,8.79,55.92,64.01,18.04,82.18,67.36,74.67,28.17,48.02,49.86,30.43,34.66,80.53,283.05
18/3/2010,32.09,82.35,43.64,65.06,17.23,132.76,8.84,55.94,63.73,18.19,83.67,67.39,74.76,28.31,47.97,49.74,30,35.22,79.51,283.47
19/3/2010,31.75,82.06,43.45,65.11,16.91,130.35,8.77,55.34,63.84,18.07,81.96,67.04,74.98,28.41,48.16,49.74,28.95,35.02,78.55,280.27
22/3/2010,32.11,82.37,43.74,65.1,17.15,130.47,8.89,55.62,63.88,18.07,81.84,66.97,74.46,28.64,47.84,49.32,29.59,35.9,79.89,279.02
23/3/2010,32.62,82.33,44.58,65.36,17.54,129.26,9.05,55.89,64.53,18.33,82.35,66.95,74.77,28.95,47.82,49.38,29.97,36.39,79.38,274.77
24/3/2010,32.77,81.44,44.94,64.75,17.61,128.04,9.09,55.58,63.61,18.45,81.61,66.5,73.93,28.46,47.27,48.96,30.36,36.83,79.46,278.94
25/3/2010,32.38,81.7,44.94,64.57,17.39,134.73,9.22,55.61,63.62,18.3,80.93,66.3,73.8,28.32,47.45,48.9,29.88,35.94,80.42,281.71
26/3/2010,32.99,81.3,45.02,64.38,17.14,135.06,9.17,55.51,63.69,18.34,81,66.54,74.43,28.38,47.81,49.26,30.06,35.8,79.93,281.62
29/3/2010,33.2,81.75,44.86,64.82,17.28,135.12,9.25,55.74,63.73,18.4,81.36,67.3,75.23,28.45,48.58,49.77,29.52,35.83,80.06,281.5
30/3/2010,33.69,81.6,44.58,64.9,17.26,136.58,9.37,55.91,63.66,18.3,84.28,67.05,75.3,29.18,47.66,49.2,29.76,35.89,80.07,283.63
31/3/2010,33.57,81.27,44.75,65.2,17.15,135.77,9.42,55.6,63.27,18.2,83.57,66.98,75.83,28.98,48.33,48.96,29.57,35.38,78.89,283.84
1/4/2010,33.71,81.65,45.18,65.77,17.08,131.81,9.43,55.49,63.36,18.33,83.85,67.61,76.69,29.23,48.84,49.23,30.31,36.01,79.42,284.68
5/4/2010,34.07,81.16,45.34,65.4,16.9,131.49,9.41,55.49,63.76,18.53,84.19,68.19,77.66,29.4,48.97,49.26,30.99,36.5,80.99,285.78
6/4/2010,34.22,80.91,45.84,65.31,16.96,135.56,9.38,55.53,63.11,18.6,84.35,67.9,77.88,29.15,49.19,49.65,31.16,36.87,82.47,284.39
7/4/2010,34.37,79.95,45.32,65.22,17.07,134.87,9.15,55.28,62.5,18.5,83.66,67.34,77.37,28.26,49.1,49.11,30.79,36.85,79.48,282.04
8/4/2010,34.28,79.68,45.76,64.93,17.14,140.96,9.22,55.38,62.56,18.56,82.95,67.86,77.66,28.18,49.04,48.72,30.73,37.18,79.67,284.02
9/4/2010,34.54,80.49,45.98,65.14,17.25,140.06,9.25,55.07,62.73,18.52,83.49,68.76,79.5,28.11,49.71,48.99,30.78,37.23,80.95,283.38
12/4/2010,34.61,80.48,46.14,65.11,17.29,141.2,9.32,55.02,62.7,18.71,83.28,68.71,80.43,27.98,49.74,48.78,30.74,36.95,79.95,286.64
13/4/2010,34.63,80.45,45.87,65.68,17.18,140.16,9.34,54.72,63,18.95,83.94,68.66,80.21,28.1,49.49,48.66,30.6,36.68,82.91,293.67
14/4/2010,35.1,80.89,47.73,65.49,17.07,144.28,9.47,54.64,63.19,19.35,84.39,68.61,80.58,27.89,48.6,48.63,31.2,36.93,82.69,294.79
15/4/2010,35.56,80.07,47.81,65.51,16.99,145.82,9.43,54.13,63,19.5,85,68.26,81.59,27.6,48.83,48.39,31.32,37.36,79.95,297.94
16/4/2010,35.34,78.72,45.55,65.02,16.8,142.17,9.16,54.11,62.85,18.97,83.76,67.93,80.75,27.64,48.43,48.03,30.54,36.73,77.35,275.34
19/4/2010,35.3,79.48,45.39,66.03,16.79,142.43,9.29,54.39,63.22,18.94,83.9,68.23,81.32,27.78,48.41,48.21,30.77,37.4,77.95,275.32
20/4/2010,34.94,80.01,45.88,65.99,16.76,144.2,9.27,54.52,63.19,19,85.27,68.97,82.05,27.81,50.05,49.05,30.36,37.2,79.6,277.79
21/4/2010,37.03,78.87,45.35,65.39,16.6,146.43,9.27,54.47,63.63,19.03,85.7,68.92,81.92,27.62,50.37,48.9,30.31,37.12,81.79,277.42
22/4/2010,38.07,78.68,44.74,64.78,16.48,150.09,9.4,54.49,63.59,18.95,86.05,68.56,81.2,27.36,50.9,48.63,30.28,37.5,83.11,273.8
23/4/2010,38.69,78.95,44.94,65.04,16.91,143.63,9.48,54.53,63.54,19.07,86.58,69.24,82.67,27.14,51.3,48.75,31.16,38.21,84.21,272.76
26/4/2010,38.5,79.24,43.89,64.76,16.82,147.11,9.54,54.04,63.94,19.3,87.44,69.29,82.59,27.04,51.06,48.72,31.33,38.9,85.18,266.08
27/4/2010,37.43,76.69,42.41,64.28,16.46,142.02,9.23,54.04,63.11,18.7,87.97,68.27,80.23,26.86,50.02,48.03,30.07,37.43,82.25,264.79
28/4/2010,37.37,77.17,43.46,64.62,16.53,139.35,9.41,53.61,63.17,18.95,88.24,69.19,80.62,27.21,50.75,49.92,31.83,37.49,82.39,264.85
29/4/2010,38.38,78.09,44,65.01,16.86,141.73,10,53.7,62.2,19.49,89.33,68.66,82.29,27.3,50.69,49.59,31.82,38.54,86.9,266.26
30/4/2010,37.3,77,42.58,64.3,16.72,137.1,9.89,53.64,62.16,18.86,88.67,67.77,81.44,27,52.05,50.34,30.83,37.85,83.7,263.1
3/5/2010,38.05,78.44,43.53,65.33,16.91,137.49,10.2,53.74,62.68,19.26,89.81,67.84,82.83,27.37,52.66,50.79,31.42,38.11,87.24,265.56
4/5/2010,36.95,76.61,42.47,64.7,17.26,129.83,9.94,54.02,61.71,18.58,87.68,66.47,80.76,26.86,51.45,50.13,29.31,36.67,84.71,253.43
5/5/2010,36.57,76.7,42.63,65.14,17.18,130.93,9.87,54.77,62.16,18.1,86.59,66.17,80.19,26.8,50.94,50.28,28.41,35.98,83.19,255.13
6/5/2010,35.18,74.59,40.81,63.4,16.74,128.71,9.26,53.23,60.75,17.31,84.24,63.89,77.2,26.17,51.07,49.44,26.68,34.85,79.81,249.58
7/5/2010,33.69,74.41,40.76,63.31,16.46,124.98,9.18,52.4,60.31,16.88,82.63,63.7,77.1,26.34,51.22,49.65,25.5,34.42,80.56,246.81
10/5/2010,36.28,78.23,41.95,64.75,17,131.29,9.02,52.58,62.42,18.04,85.97,65.23,79.89,26.73,52.62,50.7,27.44,36.33,84.93,261.08
11/5/2010,36.65,77.61,41.55,64.67,17.01,130.46,9.04,52.46,62.37,18,85.04,64.46,79.7,26.54,52.66,50.76,27.89,36.19,85.2,254.77
12/5/2010,37.44,78,41.69,64.9,16.9,133.87,9.09,52.48,63.02,18.44,86.44,64.91,80.06,26.82,52.87,50.94,28.83,37.3,85.85,252.94
13/5/2010,36.91,77.27,40.81,64.67,16.56,131.47,8.88,52.4,62.75,18.05,85.59,64.74,78.92,26.81,52.85,50.58,29.05,36.66,84.33,255.69
14/5/2010,36.26,76.23,39.89,63.97,16.2,128.53,8.8,52.12,62.54,17.64,84.68,63.6,77.83,26.64,52.71,50.34,27.34,35.77,81.52,254.01
17/5/2010,36.32,76.31,39.84,63.88,16.11,128.91,9.05,52.73,63.38,17.56,84.68,63.27,77.73,26.78,52.62,50.79,26.9,35.77,81.51,254.23
18/5/2010,36.05,75.47,39.02,62.97,15.81,126.28,8.85,53.71,63.21,17.23,84.02,62.79,76.85,26.56,52.33,50.82,26.73,35.22,79.14,249.43
19/5/2010,35.48,75.83,39.38,62.22,15.82,124.59,8.79,53.04,63.22,17.26,82.54,62.45,76.6,26.64,52.02,49.47,26.54,34.98,78.31,247.46
20/5/2010,33.97,72.28,37.83,60.55,15.23,119.71,8.39,51.3,61.61,16.26,79.58,60.33,73.6,25.94,50.15,47.91,25.7,33.92,76.24,237.74
21/5/2010,34.62,73.01,40.05,60.88,15.4,122.72,8.52,51.37,61.85,16.42,80.7,60.88,74.48,26.13,50.59,48,26.47,34.29,79.02,236.25
24/5/2010,35.25,70.78,38.62,60.57,15.22,122.12,8.39,51,61.4,16.01,79.59,60.19,73.44,25.69,50.3,47.91,25.86,33.63,76.86,238.81
25/5/2010,35.03,70.73,38.94,60.35,15.06,124.86,8.84,50.28,61.05,15.95,79.47,59.71,72.57,25.6,49.53,47.46,26.79,33.7,77.72,238.77
26/5/2010,34.87,70.32,38.78,59.66,15.11,123.21,8.86,50.02,60.44,16.01,79.17,59.31,71.55,25.16,48.45,47.13,26.52,33.32,77.08,237.97
27/5/2010,36.19,73.35,40.42,59.03,15.37,126.7,9.17,50.7,60.95,16.66,81.43,61.46,74.36,25.77,49.78,47.94,28.07,34.95,81.27,245.47
28/5/2010,36.7,70.55,39.58,58.3,15.23,125.46,9.05,50.56,61.09,16.35,79.31,60.46,73.87,25.71,49.93,47.88,26.91,34.36,79.95,243.05
1/6/2010,37.26,70.26,38.54,58.76,14.99,123.24,9.01,50.92,61.16,15.98,78.07,59.25,72.29,25.42,48.94,47.1,25.6,33.48,79.74,241.42
2/6/2010,37.71,72.25,39.55,59.73,15.2,126.31,9.19,51.72,61.74,16.35,78.74,60.77,74.13,25.78,49.66,47.88,26.46,34.38,81.42,246.92
3/6/2010,37.59,72.34,39.1,59.77,15.23,128.76,9.2,51.72,61.8,16.45,78.34,61.56,73.91,25.83,50.19,48.15,26.08,33.99,80.98,253.05
4/6/2010,36.57,70.19,37.62,58.01,14.76,122.77,8.9,50.4,60.8,15.71,76.1,59.53,71.28,25.42,48.63,46.83,24.84,32.69,76.63,249.6
7/6/2010,35.85,70.04,36.72,58,14.52,122.01,8.68,50.74,60.62,15.41,74.74,59.3,71.35,25.3,49.03,47.01,24.44,32.38,76.13,243
8/6/2010,35.62,72.64,37.78,58.64,14.55,118.84,8.72,50.78,62.14,15.48,74.92,61.24,71.02,25.86,48.93,48.3,25.15,33.71,77.26,242.63
9/6/2010,34.74,71.81,37.12,58.17,14.52,117.91,8.71,50.99,61.47,15.32,74.79,60.03,70.79,25.96,48.4,47.79,25.44,33.8,77.28,237.24
10/6/2010,35.79,74.1,38.29,58.5,14.91,123.21,9.04,51.22,61.91,15.68,77.43,61.89,74.17,26.48,50.3,48.72,26.39,35.14,80.69,243.74
11/6/2010,36.22,74.41,38.09,58.46,15.46,123.03,9.1,50.86,61.01,15.56,78.3,61.86,74.06,26.69,50,48.51,26.72,35.73,81.88,244.49
14/6/2010,36.33,74.92,37.33,58.42,15.33,123.83,9.08,51.24,61.25,15.39,78.14,61.37,74.18,26.75,50.5,48.63,25.9,35.02,83.13,241.83
15/6/2010,37.1,77.25,38.25,59.14,15.52,126.84,9.33,51.64,61.91,15.79,79.77,62.51,75.23,27.2,51.31,49.23,26.79,35.97,85.05,249.24
16/6/2010,38.18,77.51,38.52,59.24,15.48,126.9,9.2,50.98,61.19,15.85,80.88,62.51,74.95,27.27,51.68,49.56,26.72,35.87,84.1,250.88
17/6/2010,38.84,79.23,38.44,59.18,15.47,125.89,9.29,51.41,61.76,15.91,81.03,62.6,75.32,27.18,52.37,50.13,26.66,35.91,83.67,250.28
18/6/2010,39.15,79.93,39.18,59.18,15.21,125.83,9.26,51.55,61.3,15.95,81.18,63.1,75.52,27.22,52.51,49.92,27,36.44,84.07,250.26
21/6/2010,38.6,79.81,38.87,59.13,15.1,122.55,9.18,51.02,61.1,16.1,81.47,63.13,75.72,27.15,51.93,49.77,26.96,36.39,83.55,244.52
